Starting log for run db2csv_no_beam_21_c20_all300
		JOIN Degree_Programs AS T2 ON T1.department_id = T2.department_id
		WHERE T1.department_name = 'engineer'

	   count(*)
	0        10
	ACTUAL OUTPUT ====

		
		SELECT `n_distinct` AS `count___`
		FROM
		  (SELECT COUNT(DISTINCT `department_name`) AS `n_distinct`
		   FROM
		     (SELECT *
		      FROM
		        (SELECT *
		         FROM `departments`
		         WHERE (`department_name` != 'engineer')) AS LHS
		      WHERE EXISTS
		          (SELECT 1
		           FROM `degree_programs` AS RHS
		           WHERE (LHS.department_id = RHS.department_id
		                  AND LHS.other_details = RHS.other_details) )))
		ORDER BY count___

	   count___
	0         0
Wrong output for fuzzied solution in instance db2csv/student_transcripts_tracking/0010_dev (4100)
	EXPECTED OUTPUT ====

		select t2.department_name,
		       t1.department_id
		from degree_programs as t1
		join departments as t2 on t1.department_id = t2.department_id
		group by t1.department_id
		order by count(*) desc
		limit 1

	  department_name  department_id
	0           drama             13
	ACTUAL OUTPUT ====

		
		SELECT department_name,
		       department_id
		FROM
		  (SELECT *
		   FROM
		     (SELECT *
		      FROM
		        (SELECT *
		         FROM
		           (SELECT department_id,
		                   department_name,
		                   department_description,
		                   other_details,
		                   COUNT(*) OVER () AS n
		            FROM `departments`) AS LHS
		         WHERE NOT EXISTS
		             (SELECT 1
		              FROM `degree_programs` AS RHS
		              WHERE (LHS.department_id = RHS.department_id
		                     AND LHS.other_details = RHS.other_details) ))
		      ORDER BY department_name DESC)
		   LIMIT 1)

	  department_name  department_id
	0  eE53seconomics             15
Wrong output for fuzzied solution in instance db2csv/student_transcripts_tracking/0044_dev (4101)
	EXPECTED OUTPUT ====

		SELECT T1.last_name
		FROM Students AS T1
		JOIN Addresses AS T2 ON T1.current_address_id = T2.address_id
		WHERE T2.state_province_county = 'NorthCarolina'
		EXCEPT
		SELECT DISTINCT T3.last_name
		FROM Students AS T3
		JOIN Student_Enrolment AS T4 ON T3.student_id = T4.student_id

	         last_name
	0              Moh
	1        ez9OyY3Lp
	2  qYfm0Balistreri
	ACTUAL OUTPUT ====

		
		SELECT `last_name`
		FROM
		  (SELECT *
		   FROM
		     (SELECT `student_id`,
		             `current_address_id`,
		             `permanent_address_id`,
		             `first_name`,
		             `middle_name`,
		             `last_name`,
		             `cell_mobile_number`,
		             `email_address`,
		             `ssn`,
		             `date_first_registered`,
		             `date_left`,
		             `other_student_details`,
		             `line_1`,
		             `line_2`,
		             `line_3`,
		             `city`,
		             `zip_postcode`,
		             `state_province_county`,
		             `country`,
		             `other_address_details`,
		             `current_address_id` AS `address_id`
		      FROM
		        (SELECT `LHS`.`student_id` AS `student_id`,
		                `LHS`.`current_address_id` AS `current_address_id`,
		                `LHS`.`permanent_address_id` AS `permanent_address_id`,
		                `LHS`.`first_name` AS `first_name`,
		                `LHS`.`middle_name` AS `middle_name`,
		                `LHS`.`last_name` AS `last_name`,
		                `LHS`.`cell_mobile_number` AS `cell_mobile_number`,
		                `LHS`.`email_address` AS `email_address`,
		                `LHS`.`ssn` AS `ssn`,
		                `LHS`.`date_first_registered` AS `date_first_registered`,
		                `LHS`.`date_left` AS `date_left`,
		                `LHS`.`other_student_details` AS `other_student_details`,
		                `RHS`.`line_1` AS `line_1`,
		                `RHS`.`line_2` AS `line_2`,
		                `RHS`.`line_3` AS `line_3`,
		                `RHS`.`city` AS `city`,
		                `RHS`.`zip_postcode` AS `zip_postcode`,
		                `RHS`.`state_province_county` AS `state_province_county`,
		                `RHS`.`country` AS `country`,
		                `RHS`.`other_address_details` AS `other_address_details`
		         FROM `students` AS `LHS`
		         INNER JOIN
		           (SELECT *
		            FROM `addresses`
		            WHERE (`state_province_county` = 'NorthCarolina')) AS RHS ON (LHS.current_address_id = RHS.address_id))) AS LHS
		   WHERE NOT EXISTS
		       (SELECT 1
		        FROM `student_enrolment` AS RHS
		        WHERE (LHS.student_id = RHS.student_id) ))
		ORDER BY last_name

	         last_name
	0              Moh
	1             Mohr
	2        ez9OyY3Lp
	3  qYfm0Balistreri
Wrong output for ground truth in instance db2csv/student_transcripts_tracking/0067_dev (4102)
No solution for instance db2csv/student_transcripts_tracking/0056_dev (4103)
No solution for instance db2csv/student_transcripts_tracking/0025_dev (4105)
Wrong output for fuzzied solution in instance db2csv/student_transcripts_tracking/0070_dev (4106)
	EXPECTED OUTPUT ====

		SELECT DISTINCT T2.semester_id
		FROM Degree_Programs AS T1
		JOIN Student_Enrolment AS T2 ON T1.degree_program_id = T2.degree_program_id
		WHERE degree_summary_name = 'Master' INTERSECT
		  SELECT DISTINCT T2.semester_id
		  FROM Degree_Programs AS T1
		  JOIN Student_Enrolment AS T2 ON T1.degree_program_id = T2.degree_program_id WHERE degree_summary_name = 'Bachelor'

	Empty DataFrame
	Columns: [semester_id]
	Index: []
	ACTUAL OUTPUT ====

		
		SELECT `department_id` AS `semester_id`
		FROM
		  (SELECT *
		   FROM
		     (SELECT *
		      FROM `degree_programs`
		      WHERE (`degree_summary_name` != 'Bachelor')) AS `LHS`
		   WHERE NOT EXISTS
		       (SELECT 1
		        FROM `student_enrolment` AS `RHS`
		        WHERE (`LHS`.`degree_program_id` = `RHS`.`degree_program_id`) ))
		WHERE (`degree_summary_name` = 'Master')
		ORDER BY semester_id

	   semester_id
	0            7
Wrong output for fuzzied solution in instance db2csv/student_transcripts_tracking/0023_dev (4107)
	EXPECTED OUTPUT ====

		SELECT T1.semester_name,
		       T1.semester_id
		FROM Semesters AS T1
		JOIN Student_Enrolment AS T2 ON T1.semester_id = T2.semester_id
		GROUP BY T1.semester_id
		ORDER BY count(*) DESC
		LIMIT 1

	  semester_name  semester_id
	0   spring 2010           16
	ACTUAL OUTPUT ====

		
		SELECT semester_name,
		       semester_id
		FROM
		  (SELECT *
		   FROM
		     (SELECT *
		      FROM
		        (SELECT LHS.semester_id AS semester_id,
		                LHS.semester_name AS semester_name,
		                LHS.semester_description AS semester_description,
		                LHS.other_details AS other_details,
		                RHS.n AS n
		         FROM `semesters` AS LHS
		         INNER JOIN
		           (SELECT semester_id,
		                   COUNT() AS n
		            FROM `student_enrolment`
		            GROUP BY semester_id) AS RHS ON (LHS.semester_id = RHS.semester_id))
		      ORDER BY n DESC)
		   LIMIT 1)

	  semester_name  semester_id
	0   spring 2019            7
No solution for instance db2csv/student_transcripts_tracking/0050_dev (4108)
Wrong output for fuzzied solution in instance db2csv/student_transcripts_tracking/0005_dev (4109)
	EXPECTED OUTPUT ====

		SELECT course_description
		FROM Courses
		WHERE course_name = 'math'

	  course_description
	0                   
	1                  S
	2            STvc16)
	3                  a
	4                  c
	5             hmfkKb
	6            qX9cyJr
	ACTUAL OUTPUT ====

		
		SELECT `course_description`
		FROM
		  (SELECT *
		   FROM
		     (SELECT *
		      FROM
		        (SELECT *
		         FROM `courses`
		         WHERE (`course_name` = 'math'))
		      ORDER BY other_details)
		   LIMIT 1)

	  course_description
	0                  c
Wrong output for fuzzied solution in instance db2csv/student_transcripts_tracking/0032_dev (4110)
	EXPECTED OUTPUT ====

		SELECT T1.degree_summary_name
		FROM Degree_Programs AS T1
		JOIN Student_Enrolment AS T2 ON T1.degree_program_id = T2.degree_program_id
		GROUP BY T1.degree_summary_name
		ORDER BY count(*) DESC
		LIMIT 1

	  degree_summary_name
	0              Master
	ACTUAL OUTPUT ====

		
		SELECT DISTINCT degree_summary_name
		FROM
		  (SELECT LHS.degree_program_id AS degree_program_id,
		          LHS.department_id AS department_id,
		          LHS.degree_summary_name AS degree_summary_name,
		          LHS.degree_summary_description AS degree_summary_description,
		          LHS.other_details AS other_details,
		          RHS.degree_program_id AS degree_program_id_other
		   FROM `degree_programs` AS LHS
		   INNER JOIN
		     (SELECT degree_program_id,
		             COUNT(*) OVER () AS n
		      FROM
		        (SELECT degree_program_id
		         FROM `degree_programs` INTERSECT SELECT degree_program_id
		         FROM `student_enrolment`)) AS RHS ON (LHS.degree_program_id = RHS.n))
		ORDER BY degree_summary_name

	  degree_summary_name
	0         MrMrMMaster
Wrong output for fuzzied solution in instance db2csv/pets_1/0021_dev (4112)
	EXPECTED OUTPUT ====

		SELECT T1.fname,
		       T1.age
		FROM student AS T1
		JOIN has_pet AS T2 ON T1.stuid = T2.stuid
		JOIN pets AS T3 ON T3.petid = T2.petid
		WHERE T3.pettype = 'dog'
		  AND T1.stuid NOT IN
		    (SELECT T1.stuid
		     FROM student AS T1
		     JOIN has_pet AS T2 ON T1.stuid = T2.stuid
		     JOIN pets AS T3 ON T3.petid = T2.petid
		     WHERE T3.pettype = 'cat')

	   fname  age
	0   Davi   17
	1  Tracy   17
	2   avid   19
	ACTUAL OUTPUT ====

		
		SELECT `fname`,
		       `age`
		FROM
		  (SELECT `LHS`.`stuid` AS `stuid`,
		          `LHS`.`petid` AS `petid`,
		          `LHS`.`lname` AS `lname`,
		          `LHS`.`fname` AS `fname`,
		          `LHS`.`age` AS `age`,
		          `LHS`.`sex` AS `sex`,
		          `LHS`.`major` AS `major`,
		          `LHS`.`advisor` AS `advisor`,
		          `LHS`.`city_code` AS `city_code`,
		          `RHS`.`pettype` AS `pettype`,
		          `RHS`.`pet_age` AS `pet_age`,
		          `RHS`.`weight` AS `weight`
		   FROM
		     (SELECT `LHS`.`stuid` AS `stuid`,
		             `LHS`.`petid` AS `petid`,
		             `RHS`.`lname` AS `lname`,
		             `RHS`.`fname` AS `fname`,
		             `RHS`.`age` AS `age`,
		             `RHS`.`sex` AS `sex`,
		             `RHS`.`major` AS `major`,
		             `RHS`.`advisor` AS `advisor`,
		             `RHS`.`city_code` AS `city_code`
		      FROM `has_pet` AS `LHS`
		      INNER JOIN `student` AS `RHS` ON (`LHS`.`stuid` = `RHS`.`stuid`)) AS `LHS`
		   INNER JOIN
		     (SELECT *
		      FROM
		        (SELECT *
		         FROM `pets`
		         WHERE (`pettype` != 'cat'))
		      WHERE (`pettype` = 'dog')) AS RHS ON (LHS.petid = RHS.petid))
		ORDER BY fname

	     fname  age
	0     Davi   17
	1    Tracy   17
	2     avid   19
	3  Michael   20
Wrong output for fuzzied solution in instance db2csv/pets_1/0039_dev (4115)
	EXPECTED OUTPUT ====

		SELECT T1.lname
		FROM student AS T1
		JOIN has_pet AS T2 ON T1.stuid = T2.stuid
		JOIN pets AS T3 ON T3.petid = T2.petid
		WHERE T3.pet_age = 3
		  AND T3.pettype = 'cat'

	           lname
	0          Davis
	1  RNpoSNflwExG0
	2           Smit
	3           Smit
	ACTUAL OUTPUT ====

		
		SELECT `lname`
		FROM
		  (SELECT `LHS`.`stuid` AS `stuid`,
		          `LHS`.`petid` AS `petid`,
		          `LHS`.`lname` AS `lname`,
		          `LHS`.`fname` AS `fname`,
		          `LHS`.`age` AS `age`,
		          `LHS`.`sex` AS `sex`,
		          `LHS`.`major` AS `major`,
		          `LHS`.`advisor` AS `advisor`,
		          `LHS`.`city_code` AS `city_code`,
		          `RHS`.`pettype` AS `pettype`,
		          `RHS`.`pet_age` AS `pet_age`,
		          `RHS`.`weight` AS `weight`
		   FROM
		     (SELECT `LHS`.`stuid` AS `stuid`,
		             `LHS`.`petid` AS `petid`,
		             `RHS`.`lname` AS `lname`,
		             `RHS`.`fname` AS `fname`,
		             `RHS`.`age` AS `age`,
		             `RHS`.`sex` AS `sex`,
		             `RHS`.`major` AS `major`,
		             `RHS`.`advisor` AS `advisor`,
		             `RHS`.`city_code` AS `city_code`
		      FROM `has_pet` AS `LHS`
		      INNER JOIN `student` AS `RHS` ON (`LHS`.`stuid` = `RHS`.`stuid`)) AS `LHS`
		   INNER JOIN
		     (SELECT *
		      FROM
		        (SELECT *
		         FROM `pets`
		         WHERE (`pettype` = 'cat'))
		      WHERE (pet_age <= 3)) AS RHS ON (LHS.petid = RHS.petid))
		ORDER BY lname

	           lname
	0          Davis
	1  RNpoSNflwExG0
	2           Smit
	3           Smit
	4           Smit
	5          Smith
	6          Smith
	7          Smith
Wrong output for fuzzied solution in instance db2csv/pets_1/0037_dev (4117)
	EXPECTED OUTPUT ====

		SELECT T1.fname,
		       T1.sex
		FROM student AS T1
		JOIN has_pet AS T2 ON T1.stuid = T2.stuid
		GROUP BY T1.stuid
		HAVING count(*) > 1

	         fname     sex
	0   9rnPfDerek       M
	1         Bruc        
	2        Derek       M
	3   JandyBIQ)G  MUkJl4
	4          isa       M
	5  kIULindaLo5  MlFCcF
	ACTUAL OUTPUT ====

		
		SELECT fname,
		       sex
		FROM
		  (SELECT LHS.stuid AS stuid,
		          LHS.lname AS lname,
		          LHS.fname AS fname,
		          LHS.age AS age,
		          LHS.sex AS sex,
		          LHS.major AS major,
		          LHS.advisor AS advisor,
		          LHS.city_code AS city_code,
		          LHS.n AS n
		   FROM
		     (SELECT LHS.stuid AS stuid,
		             LHS.lname AS lname,
		             LHS.fname AS fname,
		             LHS.age AS age,
		             LHS.sex AS sex,
		             LHS.major AS major,
		             LHS.advisor AS advisor,
		             LHS.city_code AS city_code,
		             RHS.n AS n
		      FROM `student` AS LHS
		      INNER JOIN
		        (SELECT stuid,
		                COUNT() AS n
		         FROM `has_pet`
		         GROUP BY stuid) AS RHS ON (LHS.stuid = RHS.stuid)) AS LHS
		   INNER JOIN
		     (SELECT COUNT() AS n
		      FROM
		        (SELECT stuid,
		                COUNT() AS n
		         FROM `has_pet`
