Starting log for run db2csv_beam_smbop_17_c20
	0          3  Arjen Robben                    1
Wrong output for ground truth in instance db2csv/museum_visit/0010_dev (4280)
Wrong output for fuzzied solution in instance db2csv/museum_visit/0005_dev (4281)
	EXPECTED OUTPUT ====

		SELECT museum_id,
		       name
		FROM museum
		ORDER BY num_of_staff DESC
		LIMIT 1

	   museum_id                  name
	0          4  Capital Plaza Museum
	ACTUAL OUTPUT ====

		
		SELECT museum_id,
		       name
		FROM
		  (SELECT LHS.museum_id AS museum_id,
		          LHS.name AS name,
		          LHS.num_of_staff AS num_of_staff,
		          LHS.open_year AS open_year
		   FROM museum AS LHS
		   INNER JOIN
		     (SELECT MAX(num_of_staff) AS num_of_staff
		      FROM museum) AS RHS ON (LHS.num_of_staff = RHS.num_of_staff))
		ORDER BY museum_id

	   museum_id                        name
	0          0         illow Grande Museum
	1          4        Capital Plaza Museum
	2          5  dYPCapital Plaza Museum1hM
Wrong output for fuzzied solution in instance db2csv/real_estate_properties/0003_dev (4282)
	EXPECTED OUTPUT ====

		SELECT T2.property_type_description
		FROM Properties AS T1
		JOIN Ref_Property_Types AS T2 ON T1.property_type_code = T2.property_type_code
		GROUP BY T1.property_type_code

	            property_type_description
	0         Apartment, Flat, Condo, etc
	1        Apartment, Flat, Condo, etc.
	2   Apartment, Flat, Condo, etc.3cv)u
	3  FIyApartment, Flat, Condo, etc.jv3
	4           QIijVShop, Retail Outlet.
	5                Shop, Retail Outlet.
	6   v6fImApartment, Flat, Condo, etc.
	ACTUAL OUTPUT ====

		
		SELECT property_type_description
		FROM ref_property_types
		ORDER BY property_type_description

	            property_type_description
	0         Apartment, Flat, Condo, etc
	1         Apartment, Flat, Condo, etc
	2        Apartment, Flat, Condo, etc.
	3   Apartment, Flat, Condo, etc.3cv)u
	4  FIyApartment, Flat, Condo, etc.jv3
	5           QIijVShop, Retail Outlet.
	6                 Shop, Retail Outlet
	7                Shop, Retail Outlet.
	8   v6fImApartment, Flat, Condo, etc.
Wrong output for fuzzied solution in instance db2csv/real_estate_properties/0001_dev (4283)
	EXPECTED OUTPUT ====

		SELECT count(*)
		FROM Other_Available_Features

	   count(*)
	0         6
	ACTUAL OUTPUT ====

		
		SELECT n_distinct AS count___
		FROM
		  (SELECT COUNT(DISTINCT feature_name) AS n_distinct
		   FROM other_available_features)
		ORDER BY count___

	   count___
	0         2
Wrong output for fuzzied solution in instance db2csv/real_estate_properties/0002_dev (4284)
	EXPECTED OUTPUT ====

		SELECT T2.feature_type_name
		FROM Other_Available_Features AS T1
		JOIN Ref_Feature_Types AS T2 ON T1.feature_type_code = T2.feature_type_code
		WHERE T1.feature_name = "AirCon"

	   feature_type_name
	0  Amenity, eg Pool.
	1  Amenity, eg Pool.
	2  Amenity, eg Pool.
	ACTUAL OUTPUT ====

		
		SELECT `feature_type_name`
		FROM
		  (SELECT *
		   FROM `ref_feature_types` AS `LHS`
		   WHERE EXISTS
		       (SELECT 1
		        FROM
		          (SELECT *
		           FROM `other_available_features`
		           WHERE (`feature_name` = 'AirCon')) AS RHS
		        WHERE (LHS.feature_type_code = RHS.feature_type_code) ))
		ORDER BY feature_type_name

	   feature_type_name
	0  Amenity, eg Pool.
No solution for instance db2csv/real_estate_properties/0004_dev (4285)
Wrong output for fuzzied solution in instance db2csv/flight_2/0027_dev (4286)
	EXPECTED OUTPUT ====

		SELECT count(*)
		FROM FLIGHTS
		WHERE DestAirport = "ATO"

	   count(*)
	0         1
	ACTUAL OUTPUT ====

		
		SELECT n AS count___
		FROM
		  (SELECT COUNT() AS n
		   FROM
		     (SELECT LHS.city AS city,
		             LHS.airportcode AS airportcode,
		             LHS.airportname AS airportname,
		             LHS.country AS country,
		             LHS.countryabbrev AS countryabbrev,
		             RHS.uid AS UID,
		             RHS.airline AS airline,
		             RHS.abbreviation AS abbreviation
		      FROM airports AS LHS
		      INNER JOIN airlines AS RHS ON (LHS.country = RHS.country)))
		ORDER BY count___

	   count___
	0         0
No solution for instance db2csv/flight_2/0060_dev (4287)
Wrong output for fuzzied solution in instance db2csv/flight_2/0063_dev (4288)
	EXPECTED OUTPUT ====

		SELECT T1.Airline
		FROM AIRLINES AS T1
		JOIN FLIGHTS AS T2 ON T1.uid = T2.Airline
		GROUP BY T1.Airline
		HAVING count(*) > 10

	Empty DataFrame
	Columns: [airline]
	Index: []
	ACTUAL OUTPUT ====

		
		SELECT airline
		FROM airlines
		ORDER BY airline

	               airline
	0     Frontier Airline
	1    Frontier Airlines
	2     rontier Airlines
	3  rqrHJDelta Airlines
No solution for instance db2csv/flight_2/0021_dev (4289)
No solution for instance db2csv/flight_2/0058_dev (4290)
Wrong output for fuzzied solution in instance db2csv/flight_2/0018_dev (4291)
	EXPECTED OUTPUT ====

		SELECT count(*)
		FROM AIRLINES
		WHERE Country = "USA"

	   count(*)
	0         5
	ACTUAL OUTPUT ====

		
		SELECT `n_distinct` AS `count___`
		FROM
		  (SELECT COUNT(DISTINCT `airline`) AS `n_distinct`
		   FROM
		     (SELECT *
		      FROM `airlines`
		      WHERE (`country` = 'USA')))
		ORDER BY count___

	   count___
	0         4
No solution for instance db2csv/flight_2/0033_dev (4292)
Wrong output for base solution in instance db2csv/flight_2/0039_dev (4293)
	EXPECTED OUTPUT ====

		SELECT count(*)
		FROM AIRLINES AS T1
		JOIN FLIGHTS AS T2 ON T2.Airline = T1.uid
		WHERE T1.Airline = "United Airlines"
		  AND T2.SourceAirport = "AHD"

	   count(*)
	0         0
	ACTUAL OUTPUT ====

		
		SELECT `n_distinct` AS `count___`
		FROM
		  (SELECT `LHS`.`city` AS `city`,
		          `LHS`.`airportcode` AS `airportcode`,
		          `LHS`.`airportname` AS `airportname`,
		          `LHS`.`country` AS `country`,
		          `LHS`.`countryabbrev` AS `countryabbrev`,
		          `LHS`.`uid` AS `uid`,
		          `LHS`.`airline` AS `airline`,
		          `LHS`.`abbreviation` AS `abbreviation`,
		          `RHS`.`n_distinct` AS `n_distinct`
		   FROM
		     (SELECT `LHS`.`city` AS `city`,
		             `LHS`.`airportcode` AS `airportcode`,
		             `LHS`.`airportname` AS `airportname`,
		             `LHS`.`country` AS `country`,
		             `LHS`.`countryabbrev` AS `countryabbrev`,
		             `RHS`.`uid` AS `uid`,
		             `RHS`.`airline` AS `airline`,
		             `RHS`.`abbreviation` AS `abbreviation`
		      FROM `airports` AS `LHS`
		      INNER JOIN `airlines` AS `RHS` ON (`LHS`.`country` = `RHS`.`country`)) AS `LHS`
		   CROSS JOIN
		     (SELECT COUNT(DISTINCT `airline`) AS `n_distinct`
		      FROM `flights`
		      WHERE (`airline` = 'United Airlines')) AS RHS)
		ORDER BY count___

	Empty DataFrame
	Columns: [count___]
	Index: []
Wrong output for fuzzied solution in instance db2csv/flight_2/0029_dev (4294)
	EXPECTED OUTPUT ====

		SELECT count(*)
		FROM FLIGHTS AS T1
		JOIN AIRPORTS AS T2 ON T1.SourceAirport = T2.AirportCode
		WHERE T2.City = "Aberdeen"

	   count(*)
	0         7
	ACTUAL OUTPUT ====

		
		SELECT n_distinct AS count___
		FROM
		  (SELECT COUNT(DISTINCT city) AS n_distinct
		   FROM
		     (SELECT LHS.city AS city,
		             LHS.airportcode AS airportcode,
		             LHS.airportname AS airportname,
		             LHS.country AS country,
		             LHS.countryabbrev AS countryabbrev,
		             LHS.airline AS airline,
		             LHS.flightno AS flightno,
		             LHS.sourceairport AS sourceairport,
		             LHS.destairport AS destairport,
		             RHS.airline_other AS airline_other,
		             RHS.flightno_other AS flightno_other,
		             RHS.sourceairport_other AS sourceairport_other
		      FROM
		        (SELECT LHS.city AS city,
		                LHS.airportcode AS airportcode,
		                LHS.airportname AS airportname,
		                LHS.country AS country,
		                LHS.countryabbrev AS countryabbrev,
		                RHS.airline AS airline,
		                RHS.flightno AS flightno,
		                RHS.sourceairport AS sourceairport,
		                RHS.destairport AS destairport
		         FROM airports AS LHS
		         CROSS JOIN flights AS RHS) AS LHS
		      INNER JOIN
		        (SELECT airline,
		                flightno,
		                sourceairport,
		                sourceairport AS destairport,
		                airline_other,
		                flightno_other,
		                sourceairport_other
		         FROM
		           (SELECT LHS.airline AS airline,
		                   LHS.flightno AS flightno,
		                   LHS.sourceairport AS sourceairport,
		                   LHS.destairport AS destairport,
		                   RHS.airline AS airline_other,
		                   RHS.flightno AS flightno_other,
		                   RHS.sourceairport AS sourceairport_other
		            FROM flights AS LHS
		            INNER JOIN flights AS RHS ON (LHS.sourceairport = RHS.destairport))) AS RHS ON (LHS.airline = RHS.airline
		                                                                                               AND LHS.flightno = RHS.flightno
		                                                                                               AND LHS.sourceairport = RHS.sourceairport
		                                                                                               AND LHS.destairport = RHS.destairport)))
		ORDER BY count___

	   count___
	0         4
No solution for instance db2csv/flight_2/0054_dev (4295)
No solution for instance db2csv/flight_2/0048_dev (4296)
No solution for instance db2csv/flight_2/0037_dev (4297)
Wrong output for base solution in instance db2csv/flight_2/0038_dev (4299)
	EXPECTED OUTPUT ====

		SELECT count(*)
		FROM AIRLINES AS T1
		JOIN FLIGHTS AS T2 ON T2.Airline = T1.uid
		WHERE T1.Airline = "United Airlines"
		  AND T2.DestAirport = "ASY"

	   count(*)
	0         0
	ACTUAL OUTPUT ====

		
		SELECT `n_distinct` AS `count___`
		FROM
		  (SELECT `LHS`.`uid` AS `uid`,
		          `LHS`.`airline` AS `airline`,
		          `LHS`.`abbreviation` AS `abbreviation`,
		          `LHS`.`country` AS `country`,
		          `LHS`.`city` AS `city`,
		          `LHS`.`airportcode` AS `airportcode`,
		          `LHS`.`airportname` AS `airportname`,
		          `LHS`.`countryabbrev` AS `countryabbrev`,
		          `RHS`.`n_distinct` AS `n_distinct`
		   FROM
		     (SELECT `LHS`.`uid` AS `uid`,
		             `LHS`.`airline` AS `airline`,
		             `LHS`.`abbreviation` AS `abbreviation`,
		             `LHS`.`country` AS `country`,
		             `RHS`.`city` AS `city`,
		             `RHS`.`airportcode` AS `airportcode`,
		             `RHS`.`airportname` AS `airportname`,
		             `RHS`.`countryabbrev` AS `countryabbrev`
		      FROM `airlines` AS `LHS`
		      INNER JOIN `airports` AS `RHS` ON (`LHS`.`country` = `RHS`.`country`)) AS `LHS`
		   CROSS JOIN
		     (SELECT COUNT(DISTINCT `airline`) AS `n_distinct`
		      FROM `flights`
		      WHERE (`airline` = 'United Airlines')) AS RHS)
		ORDER BY count___

	Empty DataFrame
	Columns: [count___]
	Index: []
Wrong output for fuzzied solution in instance db2csv/flight_2/0036_dev (4300)
	EXPECTED OUTPUT ====

		SELECT count(*)
		FROM FLIGHTS AS T1
		JOIN AIRLINES AS T2 ON T1.Airline = T2.uid
		WHERE T2.Airline = "JetBlue Airways"

	   count(*)
	0         0
	ACTUAL OUTPUT ====

		
		SELECT DISTINCT COUNT(*) OVER () AS count___
		FROM
		  (SELECT sourceairport
		   FROM flights INTERSECT SELECT sourceairport
		   FROM flights)
		ORDER BY count___

	   count___
	0         9
No solution for instance db2csv/flight_2/0053_dev (4302)
No solution for instance db2csv/flight_2/0078_dev (4303)
Wrong output for fuzzied solution in instance db2csv/flight_2/0001_dev (4304)
	EXPECTED OUTPUT ====

		SELECT Country
		FROM AIRLINES
		WHERE Airline = "JetBlue Airways"

	Empty DataFrame
	Columns: [country]
	Index: []
	ACTUAL OUTPUT ====

		
		SELECT DISTINCT `country`
		FROM `airlines`
		WHERE (`airline` != 'JetBlue Airways')
		ORDER BY country

	     country
	0   7d8i2USA
	1         SA
	2         US
	3        USA
	4   USAVnmTn
	5   USApFp2t
	6  r5eUSA47P
No solution for instance db2csv/flight_2/0034_dev (4305)
No solution for instance db2csv/flight_2/0073_dev (4306)
No solution for instance db2csv/flight_2/0061_dev (4307)
No solution for instance db2csv/flight_2/0064_dev (4308)
No solution for instance db2csv/flight_2/0043_dev (4309)
No solution for instance db2csv/flight_2/0042_dev (4311)
No solution for instance db2csv/flight_2/0024_dev (4312)
Wrong output for fuzzied solution in instance db2csv/flight_2/0017_dev (4313)
	EXPECTED OUTPUT ====

		SELECT count(*)
		FROM AIRLINES
		WHERE Country = "USA"

	   count(*)
	0         5
	ACTUAL OUTPUT ====

		
		SELECT n AS count___
		FROM
		  (SELECT COUNT() AS n
		   FROM airlines)
		ORDER BY count___

	   count___
	0        13
No solution for instance db2csv/flight_2/0062_dev (4314)
No solution for instance db2csv/flight_2/0077_dev (4315)
Wrong output for fuzzied solution in instance db2csv/flight_2/0066_dev (4316)
	EXPECTED OUTPUT ====

		SELECT T1.Airline
		FROM AIRLINES AS T1
		JOIN FLIGHTS AS T2 ON T1.uid = T2.Airline
		GROUP BY T1.Airline
		HAVING count(*) < 200

	               airline
	0     rontier Airlines
	1  rqrHJDelta Airlines
	ACTUAL OUTPUT ====

		
		SELECT airline
		FROM airlines
		ORDER BY airline

	               airline
	0     Frontier Airline
	1    Frontier Airlines
	2     rontier Airlines
	3  rqrHJDelta Airlines
No solution for instance db2csv/flight_2/0049_dev (4317)
No solution for instance db2csv/flight_2/0026_dev (4318)
No solution for instance db2csv/flight_2/0045_dev (4319)
Wrong output for fuzzied solution in instance db2csv/flight_2/0035_dev (4320)
	EXPECTED OUTPUT ====

		SELECT count(*)
		FROM FLIGHTS AS T1
		JOIN AIRLINES AS T2 ON T1.Airline = T2.uid
		WHERE T2.Airline = "JetBlue Airways"

	   count(*)
	0         0
	ACTUAL OUTPUT ====

		
		SELECT DISTINCT COUNT(*) OVER () AS count___
		FROM
		  (SELECT sourceairport
		   FROM flights INTERSECT SELECT sourceairport
		   FROM flights)
		ORDER BY count___

	   count___
	0         9
Wrong output for fuzzied solution in instance db2csv/flight_2/0009_dev (4322)
	EXPECTED OUTPUT ====

		SELECT count(*)
		FROM AIRLINES

	   count(*)
	0         8
	ACTUAL OUTPUT ====

		
		SELECT n AS count___
		FROM
		  (SELECT COUNT() AS n
		   FROM
		     (SELECT abbreviation
		      FROM airlines INTERSECT SELECT abbreviation
		      FROM airlines))
		ORDER BY count___

	   count___
	0         5
No solution for instance db2csv/flight_2/0055_dev (4325)
No solution for instance db2csv/flight_2/0046_dev (4326)
No solution for instance db2csv/flight_2/0057_dev (4327)
No solution for instance db2csv/flight_2/0074_dev (4328)
No solution for instance db2csv/flight_2/0008_dev (4329)
Wrong output for base solution in instance db2csv/flight_2/0041_dev (4330)
	EXPECTED OUTPUT ====

		SELECT count(*)
		FROM FLIGHTS AS T1
		JOIN AIRPORTS AS T2 ON T1.DestAirport = T2.AirportCode
		JOIN AIRLINES AS T3 ON T3.uid = T1.Airline
		WHERE T2.City = "Aberdeen"
		  AND T3.Airline = "United Airlines"

	   count(*)
	0         0
	ACTUAL OUTPUT ====

		
		SELECT `n_distinct` AS `count___`
		FROM
		  (SELECT `LHS`.`uid` AS `uid`,
		          `LHS`.`airline` AS `airline`,
		          `LHS`.`abbreviation` AS `abbreviation`,
		          `LHS`.`country` AS `country`,
		          `LHS`.`city` AS `city`,
		          `LHS`.`airportcode` AS `airportcode`,
