Starting log for run smbop
		EXCEPT
		SELECT T1.Airline
		FROM AIRLINES AS T1
		JOIN FLIGHTS AS T2 ON T1.uid = T2.Airline
		WHERE T2.SourceAirport = "APG"

	Empty DataFrame
	Columns: [airline]
	Index: []
	ACTUAL OUTPUT ====

		SELECT airlines.airline FROM airlines

	                 airline
	0        AirTran Airways
	1          Allegiant Air
	2      American Airlines
	3   Continental Airlines
	4         Delta Airlines
	5      Frontier Airlines
	6        JetBlue Airways
	7     Northwest Airlines
	8     Southwest Airlines
	9             US Airways
	10       United Airlines
	11        Virgin America
Wrong output for fuzzied solution in instance db2csv/flight_2/0028_dev (4307)
	EXPECTED OUTPUT ====

		SELECT count(*)
		FROM FLIGHTS
		WHERE DestAirport = "ATO"

	   count(*)
	0         5
	ACTUAL OUTPUT ====

		SELECT COUNT( * ) FROM flights JOIN airports ON flights.sourceairport = airports.airportcode WHERE airports.airportname = 'ATO'

	   count( * )
	0           0
Wrong output for base solution in instance db2csv/flight_2/0066_dev (4308)
	EXPECTED OUTPUT ====

		SELECT T1.Airline
		FROM AIRLINES AS T1
		JOIN FLIGHTS AS T2 ON T1.uid = T2.Airline
		GROUP BY T1.Airline
		HAVING count(*) < 200

	                 airline
	0        AirTran Airways
	1          Allegiant Air
	2      American Airlines
	3   Continental Airlines
	4         Delta Airlines
	5      Frontier Airlines
	6        JetBlue Airways
	7     Northwest Airlines
	8     Southwest Airlines
	9             US Airways
	10       United Airlines
	11        Virgin America
	ACTUAL OUTPUT ====

		SELECT airlines.airline FROM flights JOIN airlines ON flights.airline = airlines.uid WHERE flights.flightno<200

	             airline
	0    AirTran Airways
	1    AirTran Airways
	2    AirTran Airways
	3    AirTran Airways
	4    AirTran Airways
	..               ...
	177   Virgin America
	178   Virgin America
	179   Virgin America
	180   Virgin America
	181   Virgin America
	
	[182 rows x 1 columns]
Wrong output for fuzzied solution in instance db2csv/flight_2/0043_dev (4310)
	EXPECTED OUTPUT ====

		SELECT T1.City
		FROM AIRPORTS AS T1
		JOIN FLIGHTS AS T2 ON T1.AirportCode = T2.DestAirport
		GROUP BY T1.City
		ORDER BY count(*) DESC
		LIMIT 1

	      city
	0  Alpine 
	ACTUAL OUTPUT ====

		SELECT airports.city FROM flights JOIN airports ON flights.sourceairport = airports.airportcode GROUP BY airports.city ORDER BY COUNT( * ) DESC LIMIT 1

	             city
	0  0yHnGAppleton 
Wrong output for fuzzied solution in instance db2csv/flight_2/0041_dev (4311)
	EXPECTED OUTPUT ====

		SELECT count(*)
		FROM FLIGHTS AS T1
		JOIN AIRPORTS AS T2 ON T1.DestAirport = T2.AirportCode
		JOIN AIRLINES AS T3 ON T3.uid = T1.Airline
		WHERE T2.City = "Aberdeen"
		  AND T3.Airline = "United Airlines"

	   count(*)
	0         2
	ACTUAL OUTPUT ====

		SELECT COUNT( * ) FROM flights JOIN airports ON flights.sourceairport = airports.airportcode JOIN airlines ON flights.airline = airlines.uid WHERE airports.city = 'Aberdeen' AND airlines.airline = 'United Airlines'

	   count( * )
	0           3
Wrong output for fuzzied solution in instance db2csv/flight_2/0033_dev (4313)
	EXPECTED OUTPUT ====

		SELECT count(*)
		FROM FLIGHTS AS T1
		JOIN AIRPORTS AS T2 ON T1.DestAirport = T2.AirportCode
		JOIN AIRPORTS AS T3 ON T1.SourceAirport = T3.AirportCode
		WHERE T2.City = "Ashley"
		  AND T3.City = "Aberdeen"

	   count(*)
	0         3
	ACTUAL OUTPUT ====

		SELECT COUNT( * ) FROM flights JOIN airports ON flights.sourceairport = airports.airportcode WHERE airports.city = 'Aberdeen' AND flights.destairport = 'Ashley'

	   count( * )
	0           0
Wrong output for fuzzied solution in instance db2csv/flight_2/0077_dev (4314)
	EXPECTED OUTPUT ====

		SELECT count(*)
		FROM Flights AS T1
		JOIN Airports AS T2 ON T1.DestAirport = T2.AirportCode
		WHERE T2.city = "Aberdeen"
		  OR T2.city = "Abilene"

	   count(*)
	0         7
	ACTUAL OUTPUT ====

		SELECT COUNT( * ) FROM flights JOIN airports ON flights.sourceairport = airports.airportcode WHERE airports.city = 'Aberdeen' OR airports.city = 'Abilene'

	   count( * )
	0           4
Wrong output for fuzzied solution in instance db2csv/flight_2/0026_dev (4316)
	EXPECTED OUTPUT ====

		SELECT count(*)
		FROM FLIGHTS
		WHERE SourceAirport = "APG"

	   count(*)
	0         2
	ACTUAL OUTPUT ====

		SELECT COUNT( * ) FROM flights JOIN airports ON flights.sourceairport = airports.airportcode WHERE airports.airportname = 'APG'

	   count( * )
	0           0
Wrong output for fuzzied solution in instance db2csv/flight_2/0050_dev (4317)
	EXPECTED OUTPUT ====

		SELECT T1.AirportCode
		FROM AIRPORTS AS T1
		JOIN FLIGHTS AS T2 ON T1.AirportCode = T2.DestAirport
		OR T1.AirportCode = T2.SourceAirport
		GROUP BY T1.AirportCode
		ORDER BY count(*)
		LIMIT 1

	  airportcode
	0         ANC
	ACTUAL OUTPUT ====

		SELECT airports.airportcode FROM airports JOIN flights ON airports.airportcode = flights.sourceairport GROUP BY flights.sourceairport ORDER BY COUNT( * ) ASC LIMIT 1

	  airportcode
	0         AHH
Wrong output for fuzzied solution in instance db2csv/flight_2/0032_dev (4320)
	EXPECTED OUTPUT ====

		SELECT count(*)
		FROM FLIGHTS AS T1
		JOIN AIRPORTS AS T2 ON T1.DestAirport = T2.AirportCode
		WHERE T2.City = "Aberdeen"

	   count(*)
	0         8
	ACTUAL OUTPUT ====

		SELECT COUNT( * ) FROM flights JOIN airports ON flights.sourceairport = airports.airportcode WHERE airports.city = 'Aberdeen'

	   count( * )
	0          14
Wrong output for fuzzied solution in instance db2csv/flight_2/0055_dev (4321)
	EXPECTED OUTPUT ====

		SELECT T1.Airline
		FROM AIRLINES AS T1
		JOIN FLIGHTS AS T2 ON T1.uid = T2.Airline
		WHERE T2.SourceAirport = "AHD"

	              airline
	0      Delta Airlines
	1  Northwest Airlines
	ACTUAL OUTPUT ====

		SELECT airlines.airline FROM flights JOIN airports ON flights.sourceairport = airports.airportcode JOIN airlines ON flights.sourceairport = airlines.uid WHERE airports.airportname = 'AHD'

	Empty DataFrame
	Columns: [airline]
	Index: []
Wrong output for base solution in instance db2csv/flight_2/0053_dev (4323)
	EXPECTED OUTPUT ====

		SELECT T1.Abbreviation,
		       T1.Country
		FROM AIRLINES AS T1
		JOIN FLIGHTS AS T2 ON T1.uid = T2.Airline
		GROUP BY T1.Airline
		ORDER BY count(*)
		LIMIT 1

	  abbreviation country
	0      AirTran     USA
	ACTUAL OUTPUT ====

		SELECT airlines.abbreviation , airlines.country FROM airlines JOIN flights ON airlines.uid = flights.airline GROUP BY flights.airline ORDER BY COUNT( * ) ASC LIMIT 1

	  abbreviation country
	0          UAL     USA
Error while checking base solution in instance db2csv/flight_2/0053_dev (4323)

Length mismatch: Expected axis has 1 elements, new values have 2 elements
Error while checking base solution in instance db2csv/flight_2/0006_dev (4324)

Length mismatch: Expected axis has 1 elements, new values have 2 elements
Wrong output for base solution in instance db2csv/flight_2/0054_dev (4327)
	EXPECTED OUTPUT ====

		SELECT T1.Abbreviation,
		       T1.Country
		FROM AIRLINES AS T1
		JOIN FLIGHTS AS T2 ON T1.uid = T2.Airline
		GROUP BY T1.Airline
		ORDER BY count(*)
		LIMIT 1

	  abbreviation country
	0      AirTran     USA
	ACTUAL OUTPUT ====

		SELECT airlines.abbreviation , airlines.country FROM airlines JOIN flights ON airlines.uid = flights.airline GROUP BY flights.airline ORDER BY COUNT( * ) ASC LIMIT 1

	  abbreviation country
	0          UAL     USA
Error while checking base solution in instance db2csv/flight_2/0054_dev (4327)

Length mismatch: Expected axis has 1 elements, new values have 2 elements
Error while checking base solution in instance db2csv/flight_2/0005_dev (4333)

Length mismatch: Expected axis has 1 elements, new values have 2 elements
Error while checking base solution in instance db2csv/flight_2/0007_dev (4334)

Length mismatch: Expected axis has 1 elements, new values have 2 elements
Wrong output for base solution in instance db2csv/flight_2/0012_dev (4338)
	EXPECTED OUTPUT ====

		SELECT count(*)
		FROM AIRPORTS

	   count(*)
	0       100
	ACTUAL OUTPUT ====

		SELECT COUNT( * ) FROM airports WHERE airports.airportcode = ''

	   count( * )
	0           0
Error while checking base solution in instance db2csv/flight_2/0012_dev (4338)

Length mismatch: Expected axis has 2 elements, new values have 1 elements
Wrong output for fuzzied solution in instance db2csv/flight_2/0076_dev (4339)
	EXPECTED OUTPUT ====

		SELECT T1.FlightNo
		FROM FLIGHTS AS T1
		JOIN AIRPORTS AS T2 ON T1.DestAirport = T2.AirportCode
		WHERE T2.City = "Aberdeen"

	     flightno
	0 -9499350481
	1          34
	2          35
	3         375
	4         671
	5        1045
	6        1046
	7    50303401
	ACTUAL OUTPUT ====

		SELECT flights.flightno FROM flights JOIN airports ON flights.sourceairport = airports.airportcode WHERE airports.city = 'Aberdeen'

	      flightno
	0   -170793420
	1           33
	2           35
	3           35
	4          372
	5          374
	6          669
	7          671
	8          672
	9          672
	10         673
	11   251862628
	12  1991568738
	13  9371491802
Wrong output for fuzzied solution in instance db2csv/flight_2/0060_dev (4340)
	EXPECTED OUTPUT ====

		SELECT T1.Airline
		FROM AIRLINES AS T1
		JOIN FLIGHTS AS T2 ON T1.uid = T2.Airline
		WHERE T2.SourceAirport = "APG" INTERSECT
		  SELECT T1.Airline
		  FROM AIRLINES AS T1
		  JOIN FLIGHTS AS T2 ON T1.uid = T2.Airline WHERE T2.SourceAirport = "CVO"

	                airline
	0  M00RrUnited Airlines
	ACTUAL OUTPUT ====

		SELECT airports.airportcode FROM flights JOIN airports ON flights.destairport = airports.airportcode WHERE airports.countryabbrev = 'APG' INTERSECT SELECT airports.airportcode FROM flights JOIN airports ON flights.destairport = airports.airportcode WHERE airports.countryabbrev = 'CVO'

	Empty DataFrame
	Columns: [airportcode]
	Index: []
Wrong output for base solution in instance db2csv/flight_2/0065_dev (4341)
	EXPECTED OUTPUT ====

		SELECT T1.Airline
		FROM AIRLINES AS T1
		JOIN FLIGHTS AS T2 ON T1.uid = T2.Airline
		GROUP BY T1.Airline
		HAVING count(*) < 200

	                 airline
	0        AirTran Airways
	1          Allegiant Air
	2      American Airlines
	3   Continental Airlines
	4         Delta Airlines
	5      Frontier Airlines
	6        JetBlue Airways
	7     Northwest Airlines
	8     Southwest Airlines
	9             US Airways
	10       United Airlines
	11        Virgin America
	ACTUAL OUTPUT ====

		SELECT airlines.airline FROM flights JOIN airlines ON flights.airline = airlines.uid WHERE flights.flightno<200

	             airline
	0    AirTran Airways
	1    AirTran Airways
	2    AirTran Airways
	3    AirTran Airways
	4    AirTran Airways
	..               ...
	177   Virgin America
	178   Virgin America
	179   Virgin America
	180   Virgin America
	181   Virgin America
	
	[182 rows x 1 columns]
Wrong output for base solution in instance db2csv/flight_2/0036_dev (4345)
	EXPECTED OUTPUT ====

		SELECT count(*)
		FROM FLIGHTS AS T1
		JOIN AIRLINES AS T2 ON T1.Airline = T2.uid
		WHERE T2.Airline = "JetBlue Airways"

	   count(*)
	0       100
	ACTUAL OUTPUT ====

		SELECT COUNT( * ) FROM flights JOIN airlines ON flights.airline = airlines.uid WHERE airlines.airline = 'Jetblue Airways'

	   count( * )
	0           0
Wrong output for fuzzied solution in instance db2csv/flight_2/0072_dev (4346)
	EXPECTED OUTPUT ====

		SELECT FlightNo
		FROM FLIGHTS
		WHERE DestAirport = "APG"

	   flightno
	0       248
	1       845
	2       946
	3       949
	4       949
	ACTUAL OUTPUT ====

		SELECT flights.flightno FROM flights JOIN airports ON flights.destairport = airports.airportcode WHERE airports.airportname = 'APG'

	Empty DataFrame
	Columns: [flightno]
	Index: []
Wrong output for base solution in instance db2csv/flight_2/0052_dev (4348)
	EXPECTED OUTPUT ====

	           airline
	0  AirTran Airways
	ACTUAL OUTPUT ====

		SELECT T1.Airline
		FROM AIRLINES AS T1
		JOIN FLIGHTS AS T2 ON T1.uid = T2.Airline
		GROUP BY T1.Airline
		ORDER BY count(*) DESC
		LIMIT 1

	          airline
	0  Virgin America
Wrong output for ground truth in instance db2csv/flight_2/0052_dev (4348)
Wrong output for base solution in instance db2csv/flight_2/0002_dev (4350)
	EXPECTED OUTPUT ====

		SELECT Country
		FROM AIRLINES
		WHERE Airline = "JetBlue Airways"

	  country
	0     USA
	ACTUAL OUTPUT ====

		SELECT airlines.country FROM airlines WHERE airlines.airline = 'Jetblue Airways'

	Empty DataFrame
	Columns: [country]
	Index: []
Wrong output for base solution in instance db2csv/flight_2/0051_dev (4354)
	EXPECTED OUTPUT ====

	           airline
	0  AirTran Airways
	ACTUAL OUTPUT ====

		SELECT T1.Airline
		FROM AIRLINES AS T1
		JOIN FLIGHTS AS T2 ON T1.uid = T2.Airline
		GROUP BY T1.Airline
		ORDER BY count(*) DESC
		LIMIT 1

	          airline
	0  Virgin America
Wrong output for ground truth in instance db2csv/flight_2/0051_dev (4354)
Wrong output for fuzzied solution in instance db2csv/flight_2/0042_dev (4355)
	EXPECTED OUTPUT ====

		SELECT count(*)
		FROM FLIGHTS AS T1
		JOIN AIRPORTS AS T2 ON T1.DestAirport = T2.AirportCode
		JOIN AIRLINES AS T3 ON T3.uid = T1.Airline
		WHERE T2.City = "Aberdeen"
		  AND T3.Airline = "United Airlines"

	   count(*)
	0         2
	ACTUAL OUTPUT ====

		SELECT COUNT( * ) FROM flights JOIN airports ON flights.sourceairport = airports.airportcode JOIN airlines ON flights.destairport = airlines.uid WHERE airports.city = 'Aberdeen' AND airlines.airline = 'United Airlines'

	   count( * )
	0           0
Wrong output for fuzzied solution in instance db2csv/flight_2/0057_dev (4356)
	EXPECTED OUTPUT ====

		SELECT T1.Airline
		FROM AIRLINES AS T1
		JOIN FLIGHTS AS T2 ON T1.uid = T2.Airline
		WHERE T2.DestAirport = "AHD"

	                 airline
	0         Delta Airlines
	1         Delta Airlines
	2   m7eDelta Airlinesafo
	3   m7eDelta Airlinesafo
	4  nViUnited AirlinesU)d
	ACTUAL OUTPUT ====

		SELECT airlines.airline FROM flights JOIN airlines ON flights.destairport = airlines.uid JOIN airports ON flights.sourceairport = airports.airportcode WHERE airports.airportname = 'AHD'

	Empty DataFrame
	Columns: [airline]
	Index: []
Wrong output for base solution in instance db2csv/flight_2/0079_dev (4357)
	EXPECTED OUTPUT ====

		SELECT AirportName
		FROM Airports
		WHERE AirportCode NOT IN
		    (SELECT SourceAirport
		     FROM Flights
		     UNION SELECT DestAirport
		     FROM Flights)

	               airportname
	0                     Ada 
	1          Adak Island Ns 
	2               Ainsworth 
	3              Akhiok SPB 
	4                   Akiak 
	..                     ...
	95  Tri-State Steuben Cty 
	96       US Army Heliport 
	97           USN Heliport 
	98     Virginia Highlands 
	99                  Zahns 
	
	[100 rows x 1 columns]
	ACTUAL OUTPUT ====

		SELECT airports.airportname FROM airports EXCEPT SELECT airports.airportname FROM airports JOIN flights ON airports.airportcode = flights.sourceairport

	               airportname
	0                     Ada 
	1          Adak Island Ns 
	2               Ainsworth 
	3              Akhiok SPB 
	4                   Akiak 
	..                     ...
	84  Tri-State Steuben Cty 
	85       US Army Heliport 
	86           USN Heliport 
	87     Virginia Highlands 
	88                  Zahns 
	
	[89 rows x 1 columns]
Wrong output for fuzzied solution in instance db2csv/flight_2/0034_dev (4358)
	EXPECTED OUTPUT ====

		SELECT count(*)
		FROM FLIGHTS AS T1
		JOIN AIRPORTS AS T2 ON T1.DestAirport = T2.AirportCode
		JOIN AIRPORTS AS T3 ON T1.SourceAirport = T3.AirportCode
		WHERE T2.City = "Ashley"
		  AND T3.City = "Aberdeen"

	   count(*)
	0         3
	ACTUAL OUTPUT ====

		SELECT COUNT( * ) FROM flights JOIN airports ON flights.sourceairport = airports.airportcode WHERE airports.city = 'Aberdeen' AND flights.destairport = 'Ashley'

	   count( * )
	0           0
Wrong output for fuzzied solution in instance db2csv/flight_2/0070_dev (4359)
	EXPECTED OUTPUT ====

		SELECT FlightNo
		FROM FLIGHTS
		WHERE SourceAirport = "APG"

	   flightno
	0       845
	1       846
	ACTUAL OUTPUT ====

		SELECT flights.flightno FROM flights JOIN airports ON flights.sourceairport = airports.airportcode WHERE airports.airportname = 'APG'

	Empty DataFrame
	Columns: [flightno]
	Index: []
Wrong output for fuzzied solution in instance db2csv/flight_2/0049_dev (4361)
